title,author/0,translator/0,o_title,o_language/0,wikidata,notes,links,volume,nybc_id,date,downloads,item_size,place/0,publisher/0,year,author/1,author/2,author/3,place/1,author/4,author/5,translator/1,o_language/1,place/2,publisher/1,o_language/2,translator/2,translator/3,translator/4
Fun pol tsu pol,"Hedin, Sven Anders","Sh—ra, Y.",unknown,Swedish,,,,,nybc201942,1921-01-01T00:00:00Z,132,45043377,Warsaw,B. Shimin,1921,,,,,,,,,,,,,,
Fun pol tsu pol,"Hedin, Sven Anders","Sh—ra, Y.",unknown,Swedish,,Last of the mohicans and Hedin in one band,,,nybc203949,1921-01-01T00:00:00Z,118,71086903,Warsaw,B. Shimin,1921,"Cooper, James Fenimore",,,,,,R—vitsh,,,,,,,
Amnestye dramatisher epilog in eyn akt,"Heijermans, Herman","Zylbercweig, Zalmen",unknown,Dutch,,,,,nybc201505,1920-01-01T00:00:00Z,178,5407272,Warsaw,Farlag Yidish,1920,,,,,,,,,,,,,,
Gezamelte shriften mit zayn biografye,"Heine, Heinrich",Leon,unknown,German,,anthology,,,nybc202978,1915-01-01T00:00:00Z,198,47381125,New York,Literarisher farlag,1915,,,,,,,,,,,,,,
Haynrikh Haynes verk mit zayn biografye,"Heine, Heinrich",Leon,unknown,German,,anthology,,,nybc202981,1908-01-01T00:00:00Z,223,53124519,Warsaw,Velt-bibliotek,1908,,,,,,,,,,,,,,
Haynrikh Haynes verk mit zayn biografye,"Heine, Heinrich",Leon,unknown,German,,anthology,,,nybc202358,1908-01-01T00:00:00Z,217,108870274,Warsaw,Velt-bibliotek,1908,,,,,,,,,,,,,,
Daytshland a vinter-mayse,"Heine, Heinrich","Khashchevatskiĭ, Moiseĭ, 1897-1944",Deutschland. Ein Wintermärchen,German,Q261565,"With foreword by Schiller, presumably also translated by Khashchevatski",,,nybc210665,1936-01-01T00:00:00Z,311,23403715,Moscow,Emes,1936,,,,,,,,,,,,,,
Lieder,"Heine, Heinrich","Korman, Ezra",unknown,German,,anthology,,,nybc205379,1917-01-01T00:00:00Z,334,5426733,Kyiv,kunst-ferlag,1917,,,,,,,,,,,,,,
Di tsoyber matone un andere dertseylungen,"Henry, O.","Shaposhnik, Volf",unknown,English,,anthology,,,nybc207316,1955-01-01T00:00:00Z,144,31559225,Buenos Aires,Yidish vort,1955,,,,,,,,,,,,,,
Gezamelte lider un iberzetsungen,"Herbert, Leon",unknown,unknown,,,"Anthology of his works, including translations of Greek and Latin, including Aquinas",,,nybc207294,1960-01-01T00:00:00Z,170,31926409,Tel-Aviv,Zelbstfarlag fun ferfaster,1960,,,,,,,,,,,,,,
Printsesin Tsuleyka,unknown,"Hermalin, D. M.",unknown,,,Likely totally invented!,,,nybc211523,2021-09-19T00:00:00Z,114,24231489,New York,Hibru poblishing kompani,unknown,,,,,,,,,,,,,,
Der antlofener,"Herzl, Theodor","T., M.",Der Flüchtling,German,,,,,nybc212239,1921-01-01T00:00:00Z,102,48252386,Warsaw,[s.n.],1921,,,,,,,,,,,,,,
Fun Hertsls tog-bikher,"Herzl, Theodor","Alperin, A.",Tagebücher,German,,,,,nybc209494,1965-01-01T00:00:00Z,204,56046756,Jerusalem,Sifriyah ha-Tsiyonit,1965,,,,,,,,,,,,,,
kongres-reden,"Herzl, Theodor","Abel, S., 1871-1925",unknown,German,,anthology,,,nybc204594,1918-01-01T00:00:00Z,238,10850712,New York,Amerikaner tsienistisher federeyshon,1918,,,,,,,,,,,,,,
Hertsl un zayn dor Idishe perzenlekhkaytn in Hertsl's tog-bikher ; opklayb fun Hertsl's tog-bikher,"Herzl, Theodor","Alperin, A.",Tagebücher,German,,,,,nybc207307,1959-01-01T00:00:00Z,179,16206978,New York,Idish-natsyonaler arbeter farband,1959,,,,,,,,,,,,,,
Altnayland roman,"Herzl, Theodor","Baal-Makhshoves, 1873-1924",Altneuland,German,Q443071,,,,nybc207178,1914-01-01T00:00:00Z,346,79042684,New York,Hibru poblishing kompani,1914,,,,,,,,,,,,,,
Der Yudenshtaat,"Herzl, Theodor","Bernstein, Simon, 1884",Der Judenstaat,German,Q1141090,,,,nybc207343,1927-01-01T00:00:00Z,248,25714735,New York,Tsienistishe organizatsye fun Amerika,1927,,,,,,,,,,,,,,
Dertseylungen un felyetonen,"Herzl, Theodor","Halpern, Esther",unknown,German,,anthology,,,nybc207342,1955-01-01T00:00:00Z,202,50697068,Buenos Aires,Ḳiyem,1955,,,,,,,,,,,,,,
Gezamelte shriften,"Herzl, Theodor","Rabinowitz, Ezekiel, 1890",unknown,German,,anthology,,,nybc211621,1920-01-01T00:00:00Z,256,57291875,New York,Literarisher farlag,1920,,,,,,,,,,,,,,
Roym un Yerusholayim,"Hess, Moses","Syrkin, Nachman, 1868-1924",Rom und Jerusalem,German,Q611875,,,,nybc207132,1916-01-01T00:00:00Z,231,58164839,New York,Maks Mayzel,1916,,,,,,,,,,,,,,
Finants-kapital a shtudye vegn der nayster poze in der antviklung fun dem kapitalizm,"Hilferding, Rudolf","Roykhel, David, 1890-1941",Das Finanzkapital,German,Q1167856,,,,nybc211625,1909-01-01T00:00:00Z,211,78323551,Vilne,Tamar,1909,,,,,,,,,,,,,,
Dyana,"Hill, Anna","Zylbercweig, Zalmen",unknown,,,,,,nybc205417,1920-01-01T00:00:00Z,114,5885190,Warsaw,A. Gitlin,1920,,,,,,,,,,,,,,
Di geshikhte fun der sotsyalistisher bavegung in di Fareynigte Shtaaten,"Hillquit, Morris","Rogov, Hillel",History of Socialism in the United States,English,,,https://archive.org/details/cu31924022571701,2,nybc207136,2021-09-19T00:00:00Z,106,49728506,New York,M. Gurevitsh farlag,unknown,,,,,,,,,,,,,,
Di arbeyter un dos gezets,"Hillquit, Morris",unknown,unknown,English,,Five lectures given to the International Lady Garment Workers Union,,,nybc201914,1917-01-01T00:00:00Z,145,30614945,New York,Idisher sotsyalistisher federatsyon fun Amerika,1917,,,,,,,,,,,,,,
Di lebens-geshikhte fun Moris Hilkvit [Morris Hillquit],"Hillquit, Morris","Milman, A.",Loose Leaves from a Busy Life,English,,,,,nybc207130,1935-01-01T00:00:00Z,146,88798093,New York,Idishen sotsyalistishen farband,1935,,,,,,,,,,,,,,
Lebn lang un blaybn yung,"Hirschmann, Paul","Gris, Noyekh",unknown,German,,translated from manuscript,,,nybc207159,1975-01-01T00:00:00Z,139,22777986,Paris,Farlag Oyfsnay,1975,,,,,,,,,,,,,,
Yingl un meydl,"Hodann, Max","Mark, Yudl",Bub und Mädel,German,,,,,nybc205095,2021-09-19T00:00:00Z,245,44234980,Riga,Undzer tsukunft,unknown,,,,,,,,,,,,,,
Buryan,"Holowko, Andrij","S—k, B.",Бур'ян,Ukrainian,,,,,nybc203235,1929-01-01T00:00:00Z,125,79854091,Kharkiv,Tsentrfarlag,1929,,,,,,,,,,,,,,
Sefer Ets Khayim,"Horowitz, Isaiah",unknown,שני לוחות הברית,Hebrew,,,,,nybc204349,1889-01-01T00:00:00Z,404,138771105,Vilne,Rozenkrants ve-Shriftzetser,1889,,,,,,,,,,,,,,
Der giber in keyten [Les Miserables],"Hugo, Victor",unknown,Les Miserables,French,Q180736,,,,nybc207799,1911-01-01T00:00:00Z,301,616295844,Warsaw,B. Shimin,1911,,,,,,,,,,,,,,
Dos 93-te yohr,"Hugo, Victor","A., D.",Quatrevingt-treize,French,Q199940,,,,nybc205262,2021-09-19T00:00:00Z,160,131017599,Warsaw,Yidish,unknown,,,,,,,,,,,,,,
Di yam arbeyter a roman,"Hugo, Victor","Yanovski, Sh.",Les Travailleurs de la mer,French,Q1211109,,,,nybc202081,1910-01-01T00:00:00Z,179,39570730,London,London Idishe poblishing kompani,1910,,,,,,,,,,,,,,
Mishnayes in Yidish,unknown,"Hurwitz, S. L., 1878-1938",משנה,Hebrew,Q191825,,,,nybc202909,1934-01-01T00:00:00Z,252,21334916,New York,[o. fg.],1934,,,,,,,,,,,,,,
Di groyse foterlendishe milkhome funem Sovetishn folk,"Yaroslavsky, Emelyan",unknown,Великая Отечественная война советского народа против гитлеровской Германии,Russian,,,https://rusneb.ru/catalog/000199_000009_005266817/,,nybc210711,1941-01-01T00:00:00Z,137,3659174,Moscow,Der emes,1941,,,,,,,,,,,,,,
vegn di tsiln un metodn fun antireligyezer propagande fortrag afn II alfarbandishn tsuzamenfor fun apikorsim-farband,"Yaroslavsky, Emelyan",unknown,unknown,Russian,,,,,nybc210709,1930-01-01T00:00:00Z,148,33648036,Moscow,Tsentraler felker-farlag fun F.S.S.R.,1930,,,,Kharkiv,,,,,Minsk,,,,,
Kh'farbren Pariz,"Jasieński, Bruno","Shnayderman, Shmuel Leyb, 1906",Palę Paryż,Polish,Q11802435,,,,nybc203142,1929-01-01T00:00:00Z,125,355151988,Warsaw,Naye kultur,1929,,,,,,,,,,,,,,
Kh'farbren Pariz,"Jasieński, Bruno","Shnayderman, Shmuel Leyb, 1906",Palę Paryż,Polish,Q11802435,,,2,nybc203143,1929-01-01T00:00:00Z,178,60249073,Warsaw,Naye kultur,1929,,,,,,,,,,,,,,
Tsu di Sovetishe froyen,"Ibárruri, Dolores",unknown,unknown,Spanish,,Known in Russian as К советским женщинам.,,,nybc202269,1941-01-01T00:00:00Z,209,5046763,Moscow,Emes,1941,,,,,,,,,,,,,,
Di pekh-Iden,"Ibn-Zahav, Ari","Ibn-Zahav, Ari",אלה מסעי הזפתים,Hebrew,,,,,nybc205441,1939-01-01T00:00:00Z,141,50277154,Warsaw,Akhiever,1939,,,,,,,,,,,,,,
Gazamelte dramen Hedda Gabler ; Der boymayster,"Ibsen, Henrik",unknown,unknown,Norwegian,,anthology,,,nybc213387,1910-01-01T00:00:00Z,154,45769816,New York,Mayzel et ko.,1910,,,,,,,,,,,,,,
Gezamelte dramen,"Ibsen, Henrik",unknown,unknown,Norwegian,,anthology,,4,nybc205552,1910-01-01T00:00:00Z,146,50885344,New York,Maks Mayzel,1910,,,,,,,,,,,,,,
Gezamelte dramen,"Ibsen, Henrik",unknown,unknown,Norwegian,,anthology,,3,nybc205551,1910-01-01T00:00:00Z,137,40178189,New York,Maks Mayzel,1910,,,,,,,,,,,,,,
Gezamelte dramen,"Ibsen, Henrik",unknown,unknown,Norwegian,,anthology,,1,nybc205549,1910-01-01T00:00:00Z,178,41528761,New York,Maks Mayzel,1910,,,,,,,,,,,,,,
Gezamelte dramen,"Ibsen, Henrik",unknown,unknown,Norwegian,,anthology,,2,nybc205550,1910-01-01T00:00:00Z,171,41225532,New York,Maks Mayzel,1910,,,,,,,,,,,,,,
Di froy fun yam,"Ibsen, Henrik","Dobrik, S",Fruen fra havet,Norwegian,Q1212719,,,,nybc211969,1908-01-01T00:00:00Z,163,26293131,London,M. Zusman,1908,,,,,,,,,,,,,,
Di gayster,"Ibsen, Henrik","Entin, Joel",Gengangere,Norwegian,Q1434818,,,,nybc205556,1914-01-01T00:00:00Z,178,21485354,New York,Literarisher farlag,1914,,,,,,,,,,,,,,
Di shtitsen fun der gezelshaft,"Ibsen, Henrik","Frumkin, A.",Samfundets Støtter,Norwegian,Q1774700,,,,nybc205558,1906-01-01T00:00:00Z,136,19123080,London,Arbeyter fraynd,1906,,,,,,,,,,,,,,
ven mir toyten ervakhen,"Ibsen, Henrik","Frumkin, A.",Når vi døde vågner,Norwegian,Q1728632,,,,nybc205554,1908-01-01T00:00:00Z,136,18330372,London,L. Fridman,1908,,,,,,,,,,,,,,
Nora a drame in 3 akten,"Ibsen, Henrik","Winchevsky, Morris, 1856",Et dukkehjem,Norwegian,Q669694,,,,nybc205555,1915-01-01T00:00:00Z,227,20627922,New York,Maks Mayzel,1915,,,,,,,,,,,,,,
Der folks faynd shoyshpil in 5 akten,"Ibsen, Henrik","Yanovski, Shaʼul-Yosef, 1864-1939",En folkefiende,Norwegian,Q1305319,,,,nybc205557,1906-01-01T00:00:00Z,500,20940588,New York,Progresiv Librari,1906,,,,,,,,,,,,,,
klasifitsirtes aforizmen-zamelbukh oysgevehlte gedanken fun di berihmteste shriftshteler fun ale felker un tsayten,unknown,"Ingelberg, Dovid",unknown,,,anthology,,,nybc201296,1912-01-01T00:00:00Z,231,32733573,Warsaw,A. Gitlin,1912,,,,,,,,,,,,,,
Di vistenish vert ibergeboyt,"Ilin, Mikhail",unknown,unknown,Russian,,,,,nybc210988,1935-01-01T00:00:00Z,161,21642215,Kharkiv,Hibru poblishing kompani,1935,,,,Kyiv,,,,,,,,,,
Der umetumgeyer,"Ilin, Mikhail",unknown,unknown,Russian,,,,,nybc213397,1933-01-01T00:00:00Z,149,9015571,Kharkiv,Melukhe-farlag far di Natsionale minderhaytn in U.S.S.R.,1933,,,,,,,,,,,,,,
Hundert toyznt mol farvos,"Ilin, Mikhail","Flakser, Fela",Сто тысяч почему,Russian,,,,,nybc210987,1934-01-01T00:00:00Z,171,37273369,Moscow,Emes,1934,,,,,,,,,,,,,,
Der groyser plan,"Ilin, Mikhail","Gutyanski, Binyamin",unknown,Russian,,,,,nybc210989,1931-01-01T00:00:00Z,151,138167620,Kharkiv,Tsentrfarlag,1931,,,,,,,,,,,,,,
Di zun afn tish dertseylungen vegn balaykhtung,"Ilin, Mikhail","Rosin, Samuil, 1890-",Солнце на столе,Russian,,,,,nybc213050,1938-01-01T00:00:00Z,163,15612370,Moscow,Emes,1938,,,,,,,,,,,,,,
Berg un mentshn,"Ilin, Mikhail","Volanski, Meir, 1891-1958",Горы и люди,Russian,,,,,nybc205650,1950-01-01T00:00:00Z,154,45730810,Buenos Aires,Ikuf,1950,,,,,,,,,,,,,,
Der kamf mit der natur,"Ilin, Mikhail","Zabludowski, Mordecai",Покорение природы,Russian,,,,,nybc213048,1937-01-01T00:00:00Z,144,11451302,Warsaw,Kinderfraynd,1937,,,,,,,,,,,,,,
Di toes'n fun Moyshe Rabeyne,"Ingersoll, Robert Green",unknown,Some Mistakes of Moses,English,Q19046414,,,,nybc205652,,137,23833600,New York,[s.n.],unknown,,,,,,,,,,,,,,
Der marsh af vashington,"Irkutov, Andrei","Gorelik, Noah, 1893-1945",unknown,Russian,,,,,nybc213400,1928-01-01T00:00:00Z,154,17440433,Minsk,vaysruslendisher melukhe-farlag,1928,,,,,,,,,,,,,,
Rip van vinkl,"Irving, Washington","Novik, P.",Rip van Winkle,English,Q1129589,,,,ripvanvink00irvi,1923-01-01T00:00:00Z,196,111369831,,Farlag H. toybenshlag,1923,,,,,,,,,,,,,,
kek - der kleyner eskimos,"Stefansson, Vilhjalmur",unknown,"Kak, the Copper Eskimo",English,,,,,nybc212794,1939-01-01T00:00:00Z,190,42684421,Vilne,Naye Yidishe shul,1939,"Irwin, Violet",,,,,,,,,,,,,
Zikhroynes loyt dem Yidish-Daytshn tekst,"Isaac, Aaron","Reisen, Zalman",Lebenserinnerungen,Judaeo-German,,,,,nybc210856,1922-01-01T00:00:00Z,238,46514159,Warsaw,Brider Levin-Epshteyn un shutfim,1922,,,,,,,,,,,,,,
Avtobyografye,"Isaac, Aaron","Stiff, Nahum, 1879-1933",Lebenserinnerungen,Judaeo-German,,,,,nybc205635,1922-01-01T00:00:00Z,216,35916383,Berlin,Klal,1922,,,,,,,,,,,,,,
Antologye fun der velt literatur,unknown,"Isaacson, Isaac",unknown,,,anthology,,,nybc205666,1961-01-01T00:00:00Z,198,89455685,Buenos Aires,Yidbukh,1961,,,,,,,,,,,,,,
Di haydukn,"Istrati, Panait","Rakovski, Mark",Présentation des Haidoucs,French,Q102115607,,,,nybc205672,1930-01-01T00:00:00Z,125,34584917,Warsaw,[ o.fg.],1930,,,,,,,,,,,,,,
"Yiden, un andere ertsehlungen","Yushkevich, Semyon","Feygenberg, Rokhl",unknown,Russian,,anthology,,,nybc201435,1928-01-01T00:00:00Z,120,43694682,Paris,[Imp. d'Art voltaire],1928,,,,,,,,,,,,,,
Epizoden,"Yushkevich, Semyon",unknown,Эпизоды,Russian,,,,,nybc208046,1927-01-01T00:00:00Z,143,59318358,Paris,[s.n.],1927,,,,,,,,,,,,,,
Iden un andere ertsehlungen,"Yushkevich, Semyon","Feygenberg, Rokhl",unknown,Russian,,anthology,,,nybc208045,1928-01-01T00:00:00Z,157,46857717,Paris,[o.fg.],1928,,,,,,,,,,,,,,
Medinas Yisroel,"Ivanov, K","Levin, Abrasha",Государство Израиль,Russian,,,,,nybc204829,1960-01-01T00:00:00Z,172,61609826,Buenos Aires,Heymland,1960,"Sheīnis, Zinoviī",,,,,,,,,,,,,
Shimshen der nozer,"Jabotinsky, Vladimir","Vaks, Yisroel",Шимшон Назорей,Russian,,,,,nybc201630,1934-01-01T00:00:00Z,231,41349285,Warsaw,[o.fg.],1934,,,,,,,,,,,,,,
Di geshikhte fun Yidishen Legyon a bintel perzenlikhe zikhroynes fun'm grinder un shafer fun Yidishen Legyon,"Jabotinsky, Vladimir",unknown,unknown,,,,,,nybc201204,1929-01-01T00:00:00Z,248,64923630,Warsaw,Yehudiyah,1929,,,,,,,,,,,,,,
"Heylige shriften (Kitve ha-kodesh) Torah, neviʼim, ketuvim",unknown,"Jacobowitz, Abraham Leib, 1882-1964",תנ’’ך,Hebrew,Q83367,,,,nybc201267,1909-01-01T00:00:00Z,341,33098660,Warsaw,"Ferlag ""Ha-shakhar""",1909,,,,,,,,Aramaic,,,,,,
Doktor Mabuze,"Jacques, Norbert",unknown,"Dr. Mabuse, der Spieler",German,Q112116940,,,,nybc212415,1930-01-01T00:00:00Z,166,506685852,Warsaw,Farlag Sh. Goldfarb,1930,,,,,,,,,,,,,,
Doktor Yelinek's droshes geklibene droshes,"Jellinek, Adolf","Parnes, B.",unknown,German,,anthology,,,nybc203157,1930-01-01T00:00:00Z,160,29157670,New York,Star Hibru Buk kompany,1930,,,,,,,,,,,,,,
Hektor,"Jelpatijewski, S",unknown,"Bastomski, Solomon, 1891-1941",German,,anthology,,,nybc201415,1929-01-01T00:00:00Z,119,4039246,Vilne,Naye Yidishe folksshul,1929,"Wildenbruch, Ernst von",,,,,,,Russian,,,,,,
A lamtern far Yerukhmken,"Jerome, V. J.","Rakovski, Mark",A Lantern for Jeremy,English,,,,,nybc207006,1961-01-01T00:00:00Z,134,65176234,Warsaw,Yidish bukh,1961,,,,,,,,,,,,,,
In nakht un shney unter 86° 14',"Johansan, Hjalmar","Shapiro, Yitskhak",Selv-anden på 86° 14',Norwegian,,,,,nybc207960,1921-01-01T00:00:00Z,127,45612744,Warsaw,B. Shimin,1921,,,,,,,,,,,,,,
Sovetnland,"Johnson, Hewlett","Almazov, Sh.",The Socialist Sixth of the World,English,,,,,nybc201331,1941-01-01T00:00:00Z,164,112827281,New York,kooperativer folks farlag fun Internatsyonaln arbeter ordn,1941,,,,,,,,,,,,,,
Sovetnland ,"Johnson, Hewlett","Almazov, Sh.",The Socialist Sixth of the World,English,,,,,nybc203436,1941-01-01T00:00:00Z,181,99904531,New York,kooperativer folks farlag fun Internatsyonaln arbeter ordn,1941,,,,,,,,,,,,,,
Di Yidishe milkhomes,Flavius Josephus,"Kalmanovitch, Zelig",Φλαυίου Ἰωσήπου ἱστορία Ἰουδαϊκοῦ πολέμου πρὸς Ῥωμαίους βιβλία,Greek,Q44276,Original language likely Hebrew/Aramaic,,,nybc203940,1931-01-01T00:00:00Z,600,190815796,Vilne,B. Kletskin,1931,,,,,,,,,,,,,,
Di letste teg fun Yerusholayim,Flavius Josephus,"Kalmanovitch, Zelig",Φλαυίου Ἰωσήπου ἱστορία Ἰουδαϊκοῦ πολέμου πρὸς Ῥωμαίους βιβλία,Greek,Q44276,Excerpt,,,nybc210843,1922-01-01T00:00:00Z,179,13389718,Berlin,Klal-farlag,1922,,,,,,,,,,,,,,
Idn erd-arbeter inm Bund fun di felker fun F.S.S.R. ...,"Kalinin, Mikhail",unknown,unknown,Russian,,anthology,,,nybc205218,1927-01-01T00:00:00Z,218,16238388,Moscow,Tsentral-farvaltung fun Gezerd,1927,,,,,,,,,,,,,,
Robert Oven,"Kamensky, Andrei","Bresler, A.",Роберт Оуэн. Его жизнь и общественная деятельность,Russian,,,,,nybc212293,1907-01-01T00:00:00Z,83,121720419,Warsaw,Ferlag di proletarishe velt,1907,,,,,,,,,,,,,,
Avraam Linḳoln der befrayer fun di shḳlaṿen,"Kamensky, Andrei",unknown,Авраам Линкольн. Его жизнь и общественная деятельность,Russian,,,,,nybc205098,1910-01-01T00:00:00Z,163,25490544,Warsaw,[o. fg.],1910,,,,,,,,,,,,,,
Koyheles Shelomoh,unknown,"Kanigl, Shloyme",קהלת,Hebrew,Q131072,very loose translation,,,nybc212713,1924-01-01T00:00:00Z,112,122695822,Originally published,S. kanigl,1924,,,,,,,,,,,,,,
kant's etik,"Kant, Immanuel","Sheynberg, N.",Kritik der Praktischen Vernunft,German,Q870851,,,,nybc211706,2021-09-19T00:00:00Z,211,22083737,Warsaw,Ferlag etik,unknown,,,,,,,,,,,,,,
Biblishe gezangen,unknown,"Kaplan, Pesach",unknown,Hebrew,,anthology of poems based on books/passages of the Tanakh. At the limit of translation,,3,nybc212549,1938-09-17T00:00:00Z,150,383865486,Białystok,[s.n.],1938,,,,,,,,,,,,,,
Biblishe gezangen,unknown,"Kaplan, Pesach",unknown,Hebrew,,anthology of poems based on books/passages of the Tanakh. At the limit of translation,,2,nybc212548,1938-09-17T00:00:00Z,176,408494697,Białystok,[s.n.],1938,,,,,,,,,,,,,,
Di Yudishe geshikhte nay bearbeyt nokh Prof. Grets un andere kvelen,"Graetz, Heinrich","Karlinski, Ber",Geschichte der Juden,German,,,,,nybc205228,1911-01-01T00:00:00Z,146,258071212,Warsaw,Velt-bibliotek,1911,,,,,,,,,,,,,,
tshiko in Rusland,"Caroti, Arturo","R., L.",Чико в России,Russian,,May have been written in Italian but seems to have first been published in Russian,,,nybc213410,1926-01-01T00:00:00Z,133,17532329,Kyiv,Kultur lige,1926,,,,,,,,,,,,,,
Shmuesn vegn Leninizm,"Karpinsky, Vyacheslav","Kantor, A.",Беседы о ленинизме,Russian,,,,,nybc211058,1934-01-01T00:00:00Z,125,239848111,Moscow,Emes,1934,,,,,,,,,,,,,,
Di vildbliendike yugnt,"Carr, Robert Spencer","Rakovski, Pue",The Rampant Age,English,,Title indicates it might have been translated via German,,,nybc204470,1930-01-01T00:00:00Z,131,64664818,Warsaw,Y. A. Tsuker,1930,,,,,,,,,,,,,,
Di geheymnisse fun konstantinopoler hoyf,Kassena,"Kroshkin, V.",unknown,,,Cannot determine original. Seems to be in some way connected to the Georg Born book in Russian of the same title,,,nybc212410,1895-01-01T00:00:00Z,81,193212141,Vilne,[o.fg.],1895,,,,,,,,,,,,,,
Der freylekher radist grist,"Kassil, Lev",unknown,Льдина,Russian,,,,,nybc213413,1935-01-01T00:00:00Z,148,7108194,Odessa,kinder farlag fun USRR,1935,,,,,,,,,,,,,,
Shvambranye dertseylung,"Kassil, Lev","Olyevski, B.",Кондуит и Швамбрания,Russian,Q2252950,,,,nybc213414,1934-01-01T00:00:00Z,176,53630163,Moscow,Emes,1934,,,,,,,,,,,,,,
Sefer Gedulat Yosef ,"Kats, Chaim Avraham ben Yehuda","Pavir, Eliezer",מלחמה בשלום,Hebrew,,,https://hebrewbooks.org/36304,,nybc201295,1910-01-01T00:00:00Z,292,26331884,Vilne,Be-hotsaʼot uvi-defus H. Prodel,1910,,,,,,,,,,,,,,
Zrieh-tsayt roman,"Katz, Leo","Mestl, Yankev",unknown,German,,,,,nybc209744,1949-01-01T00:00:00Z,141,135319662,Mexico City,Ikuf,1949,,,,,,,,,,,,,,
Nekome roman,"Katz, Leo","S., Y.",Totenjäger,German,,,,,nybc209745,1946-01-01T00:00:00Z,162,118325831,New York,Ikuf,1946,,,,,,,,,,,,,,
Antologye fun Litvishe un Letishe folks-lider deynes,unknown,"Katzenelbogen, Uriah",unknown,Lithuanian,,,,,nybc205836,1930-01-01T00:00:00Z,407,33447664,Chicago,L. M. Shteyn,1930,,,,,,,,Latvian,,,,,,
Daynes Litvishe un Letishe folkslider,unknown,"Katzenelbogen, Uriah",unknown,Lithuanian,,anthology,,,nybc203422,1930-01-01T00:00:00Z,329,33150502,Toronto,[o. fg.],1930,,,,,,,,Latvian,,,,,,
Oysgeveylte shriftn,"Katznelson, Berl",unknown,unknown,Hebrew,,anthology,,,nybc203178,1949-01-01T00:00:00Z,179,102146821,Tel-Aviv,Yesoydes-aroysgegebn fun der Makhlekes Hekhaluts bay dem vaad hapoyel fun der histadrut in Erts-isroel,1949,,,,,,,,,,,,,,
Eyner kegn alemen,"Katznelson, Berl","Latski-Bertholdi, Zev-Volf",האחד במערכה,Hebrew,,,https://benyehuda.org/read/31767,,nybc211174,1940-01-01T00:00:00Z,151,50910860,Tel-Aviv,Tsentral-byuro fun der velt-fareynigung Poyle Tsien (Ts. S.) hitakhdus,1940,,,,,,,,,,,,,,
Di sotsyale iberkerenish,"Kautsky, Karl",unknown,Die Soziale Revolution,German,,Translated from Russian,,,nybc212264,1906-01-01T00:00:00Z,110,206568268,Warsaw,Di velt,1906,,,,,,,,,,,,,,
Fridrikh Engels,"Kautsky, Karl",unknown,Friedrich Engels,German,,,,,nybc212268,1906-01-01T00:00:00Z,113,212136299,Warsaw,Di velt,1906,,,,,,,,,,,,,,
Dos erf̣urter program,"Kautsky, Karl",unknown,as Erfurter Programm in seinem grundsätzlichen Teil erläutert,German,,,,,nybc212256,1906-01-01T00:00:00Z,94,462030971,Warsaw,Di velt,1906,,,,,,,,,,,,,,
konsum-feraynen,"Kautsky, Karl",unknown,unknown,German,,,,,nybc212267,1906-01-01T00:00:00Z,85,80897491,Warsaw,Di velt,1906,,,,,,,,,,,,,,
Ṿer iz shuldig inm ṿelt-ḳrig?,"Kautsky, Karl","Rakovski, Pue",Wie der Weltkrieg entstand,German,,,https://www.marxists.org/deutsch/archiv/kautsky/1919/krieg/,,nybc209859,1920-01-01T00:00:00Z,178,310357959,Warsaw,Nayer shtrom,1920,,,,,,,,,,,,,,
Demokratisher sotsyalizm oder royte diktatur?,"Kautsky, Karl",unknown,Demokratie oder Diktatur,German,,,,,nybc203254,1932-01-01T00:00:00Z,135,11034525,New York,Veker,1932,,,,,,,,,,,,,,
Oyf morgen nokh der sotsyaler iberkehrenish,"Kautsky, Karl",unknown,Am Tage nach der sozialen Revolution,German,,,,,nybc204472,1906-01-01T00:00:00Z,154,35554128,Warsaw,Di velt,1906,,,,,,,,,,,,,,
Di interesen fun hayntige klassen,"Kautsky, Karl",T.,unknown,German,,Unable to locate original but in Russian it is titled Класовые интересы,,,nybc204481,1906-01-01T00:00:00Z,120,14918610,Warsaw,Tsukunft,1906,,,,,,,,,,,,,,
